date,open,high,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,close
2019-06-28,35.06,36.3,34.74,53491.05,0.75,2.12,35.426,34.766,33.727,44129.46,49402.66,56435.37,36.19
2019-06-27,35.02,35.77,34.9,34189.5,0.27,0.77,35.222,34.472,33.536,44057.62,49089.84,56404.84,35.44
2019-06-26,34.7,35.68,34.63,37353.55,0.26,0.74,35.066,34.311,33.378,47859.0,53241.14,58630.97,35.17
2019-06-25,35.37,35.37,34.36,33607.46,-0.51,-1.44,34.862,34.097,33.219,55387.45,52825.42,60310.89,34.91
2019-06-24,35.37,36.25,34.91,62005.75,0.25,0.71,34.66,33.928,33.067,61452.16,55972.46,62721.29,35.42
2019-06-21,34.83,35.6,34.7,53131.86,0.51,1.47,34.106,33.622,32.776,54675.85,54153.21,61398.25,35.17
2019-06-20,34.03,35.17,34.02,53196.38,0.51,1.49,33.722,33.255,32.529,54122.05,53821.36,61017.89,34.66
2019-06-19,34.59,35.5,34.07,74995.78,0.25,0.74,33.556,32.929,32.368,58623.27,54551.46,61297.72,34.15
2019-06-18,32.68,34.15,32.68,63931.02,1.25,3.83,33.332,32.709,32.193,50263.4,56102.33,59929.47,33.9
2019-06-17,33.4,33.71,32.57,28124.2,-0.6,-1.8,33.196,32.617,32.028,50492.77,58525.43,58940.32,32.65
2019-06-14,33.7,34.26,33.25,50362.85,-0.58,-1.71,33.138,32.687,31.89,53630.58,63468.08,61126.54,33.25
2019-06-13,32.9,34.17,32.71,75702.5,0.8,2.42,32.788,32.6,31.699,53520.66,63719.85,59827.58,33.83
2019-06-12,33.22,33.49,32.82,33196.43,-0.19,-0.57,32.302,32.444,31.487,50479.66,64020.8,57545.08,33.03
2019-06-11,32.3,33.3,31.54,65077.86,0.86,2.66,32.086,32.341,31.289,61941.26,67796.37,57827.47,33.22
2019-06-10,31.5,32.4,31.33,43813.24,0.86,2.73,32.038,32.205,31.112,66558.09,69470.13,56493.41,32.36
2019-06-06,31.64,32.27,31.25,49813.29,0.1,0.32,32.236,31.93,30.973,73305.59,68643.28,57936.69,31.5
2019-06-05,32.25,32.69,31.39,60497.47,-0.55,-1.72,32.412,31.803,30.803,73919.04,68214.42,57001.48,31.4
2019-06-04,33.25,33.25,31.15,90504.42,-0.93,-2.83,32.586,31.806,30.629,77561.94,68043.98,56969.84,31.95
2019-06-03,33.34,34.35,32.84,88162.01,-0.37,-1.11,32.596,31.676,30.437,73651.48,63756.62,54929.35,32.98
2019-05-31,32.17,33.8,32.06,77550.75,0.97,3.0,32.372,31.438,30.208,72382.16,59355.21,54067.68,33.35
2019-05-30,32.15,32.6,31.64,52880.53,0.11,0.34,31.624,31.093,30.097,63980.97,58784.99,52036.29,32.38
2019-05-29,32.23,32.68,31.87,78712.01,0.27,0.84,31.194,30.797,30.018,62509.79,55935.31,54393.95,32.27
2019-05-28,31.87,32.18,31.37,70952.08,0.14,0.44,31.026,30.53,29.917,58526.02,51069.35,52823.25,32.0
2019-05-27,29.87,32.0,29.87,81815.45,2.25,7.6,30.756,30.236,29.852,53861.75,47858.58,52089.1,31.86
2019-05-24,30.33,30.85,29.61,35544.77,-0.62,-2.05,30.504,30.019,29.856,46328.25,43516.69,51163.66,29.61
2019-05-23,31.53,31.53,30.11,45524.66,-1.2,-3.82,30.562,30.016,29.937,53589.01,47230.1,51619.54,30.23
2019-05-22,30.6,31.51,30.55,58793.13,0.78,2.54,30.4,29.803,30.002,49360.83,45788.54,51352.86,31.43
2019-05-21,30.5,31.25,29.88,47630.76,0.05,0.16,30.034,29.452,30.037,43612.68,45895.7,50523.09,30.65
2019-05-20,29.67,30.7,29.67,44147.93,0.7,2.34,29.716,29.198,30.114,41855.4,46102.08,50212.68,30.6
2019-05-17,29.65,30.81,29.56,71848.57,0.48,1.63,29.534,28.977,30.184,40705.12,48780.15,50947.01,29.9
2019-05-16,29.52,29.84,29.38,24383.78,-0.18,-0.61,29.47,29.101,30.296,40871.18,45287.6,51309.66,29.42
2019-05-15,29.5,29.69,29.1,30052.36,0.54,1.86,29.206,29.239,30.385,42216.25,52852.59,53090.51,29.6
2019-05-14,29.4,29.99,28.88,38844.35,-0.63,-2.12,28.87,29.304,30.475,48178.73,54577.15,53478.38,29.06
2019-05-13,29.11,30.28,29.11,38396.54,0.11,0.37,28.68,29.467,30.592,50348.75,56319.62,54089.31,29.69
2019-05-10,28.24,29.84,28.24,72678.88,1.48,5.27,28.42,29.693,30.711,56855.17,58810.63,55080.17,29.58
2019-05-09,27.7,28.47,27.6,31109.13,0.18,0.65,28.732,29.858,30.858,49704.02,56008.98,54326.65,28.1
2019-05-08,27.49,28.65,26.92,59864.74,-0.19,-0.68,29.272,30.2,31.081,63488.93,56917.19,57018.97,27.92
2019-05-07,28.55,28.84,27.74,49694.48,-0.28,-0.99,29.738,30.621,31.36,60975.56,55150.48,58808.98,28.11
2019-05-06,29.9,29.9,28.03,70928.62,-2.75,-8.83,30.254,31.03,31.668,62290.48,54323.29,59165.28,28.39
2019-04-30,30.65,31.77,30.5,36923.12,0.34,1.1,30.966,31.391,31.956,60766.09,53113.87,60120.4,31.14
2019-04-29,30.77,31.98,30.62,100033.67,0.55,1.82,30.984,31.491,32.098,62313.93,57331.72,62859.6,30.8
2019-04-26,30.69,30.92,30.05,47297.93,-0.44,-1.43,31.128,31.53,32.19,50345.45,53328.43,62157.22,30.25
2019-04-25,31.76,31.88,30.4,56269.05,-1.26,-3.94,31.504,31.646,32.256,49325.4,52379.61,62514.07,30.69
2019-04-24,31.3,31.97,30.52,63306.7,0.72,2.31,31.806,31.716,32.292,46356.1,51859.01,62628.48,31.95
2019-04-23,31.83,32.02,30.89,44662.32,-0.29,-0.92,31.816,31.728,32.277,45461.64,51349.71,62835.13,31.23
2019-04-22,32.11,32.28,31.5,40191.23,-0.61,-1.9,31.998,31.858,32.333,52349.5,52644.32,64044.41,31.52
2019-04-19,32.2,32.5,31.9,42197.69,-0.07,-0.22,31.932,31.962,32.428,56311.41,57120.76,65005.02,32.13
2019-04-18,32.16,32.28,31.7,41422.54,0.2,0.62,31.788,32.099,32.506,55433.82,62467.49,66640.71,32.2
2019-04-17,32.1,32.5,31.81,58834.4,-0.14,-0.44,31.626,32.306,32.57,57361.93,64007.26,68127.6,32.0
2019-04-16,31.17,32.37,30.21,79101.64,0.95,3.05,31.64,32.521,32.658,57237.77,67126.93,68705.21,32.14
2019-04-15,31.75,32.44,31.16,60000.79,-0.22,-0.7,31.718,32.704,32.73,52939.13,68387.48,68117.43,31.19
2019-04-12,31.25,31.63,31.08,37809.71,0.02,0.06,31.992,32.85,32.819,57930.11,70986.0,69704.53,31.41
2019-04-11,31.94,32.28,31.34,51063.09,-0.68,-2.12,32.41,32.866,32.925,69501.16,72648.53,71611.36,31.39
2019-04-10,32.28,32.53,31.6,58213.64,-0.46,-1.41,32.986,32.868,33.076,70652.6,73397.95,76207.3,32.07
2019-04-09,32.4,33.32,32.08,57608.43,-0.03,-0.09,33.402,32.826,33.341,77016.09,74320.56,81614.53,32.53
2019-04-08,34.18,34.18,32.08,84955.67,-0.94,-2.81,33.69,32.808,33.514,83835.82,75444.51,85213.72,32.56
2019-04-04,34.29,34.8,33.22,95664.96,-0.77,-2.25,33.708,32.893,33.629,84041.89,72889.27,90334.69,33.5
2019-04-03,33.99,35.0,33.87,56820.31,0.12,0.35,33.322,32.913,33.702,75795.89,70813.94,95681.51,34.27
2019-04-02,33.9,34.91,33.82,90031.1,0.18,0.53,32.75,32.834,33.656,76143.3,72247.93,98671.95,34.15
2019-04-01,32.83,34.14,32.82,91707.07,1.32,4.04,32.25,32.795,33.616,71625.03,70283.49,101119.95,33.97
2019-03-29,31.41,32.85,30.9,85986.03,1.08,3.42,31.926,32.756,33.534,67053.19,67847.38,104167.96,32.65
2019-03-28,31.41,32.24,30.91,54434.96,0.16,0.51,32.078,32.788,33.496,61736.65,68423.07,103596.94,31.57
2019-03-27,31.8,31.99,30.82,58557.36,-0.24,-0.76,32.504,32.984,33.52,65831.98,70574.19,103091.09,31.41
2019-03-26,32.64,32.98,31.49,67439.74,-0.7,-2.16,32.918,33.283,33.549,68352.56,79016.65,105401.46,31.65
2019-03-25,32.5,33.34,32.27,68847.85,-1.06,-3.17,33.34,33.855,33.628,68941.95,88908.5,107806.92,32.35
2019-03-22,33.99,33.99,32.89,59403.34,-0.29,-0.86,33.586,34.22,33.725,68641.57,94982.94,110398.95,33.41
2019-03-21,33.48,34.32,33.21,74911.62,0.22,0.66,33.498,34.364,33.646,75109.49,107780.1,110348.15,33.7
2019-03-20,33.55,33.95,32.46,71160.26,-0.28,-0.83,33.464,34.49,33.533,75316.4,120549.08,110291.39,33.48
2019-03-19,33.56,34.64,33.42,70386.69,0.18,0.54,33.648,34.478,33.429,89680.73,125095.97,109359.41,33.76
2019-03-18,33.14,33.63,32.5,67345.92,0.61,1.85,34.37,34.437,33.344,108875.05,131956.41,109209.91,33.58
2019-03-15,33.85,34.13,32.5,91742.94,-0.56,-1.67,34.854,34.311,33.277,121324.31,140488.54,108128.97,32.97
2019-03-14,34.77,34.89,33.14,75946.17,-0.87,-2.53,35.23,34.204,33.184,140450.71,138770.82,105793.58,33.53
2019-03-13,37.25,37.25,34.34,142981.95,-2.97,-7.95,35.516,34.056,33.083,165781.77,135607.99,104192.06,34.4
2019-03-12,36.8,38.58,36.08,166358.25,1.37,3.81,35.308,33.815,32.963,160511.2,131786.26,101172.59,37.37
2019-03-11,35.43,36.17,34.45,129592.26,1.15,3.3,34.504,33.401,32.629,155037.77,126705.34,96043.15,36.0
2019-03-08,33.85,36.83,33.3,187374.92,-0.11,-0.32,33.768,33.23,32.368,159652.77,125814.96,94397.45,34.85
2019-03-07,33.27,36.25,32.69,202601.45,1.6,4.8,33.178,32.928,32.044,137090.92,112916.2,86461.92,34.96
2019-03-06,33.2,33.6,32.53,116629.11,0.01,0.03,32.596,32.575,31.685,105434.21,100033.7,77352.45,33.36
2019-03-05,32.32,33.39,31.96,138991.11,1.03,3.19,32.322,32.38,31.411,103061.33,93622.85,72318.05,33.35
2019-03-04,32.4,33.55,31.97,152667.28,0.42,1.32,32.298,32.25,31.157,98372.9,86463.41,66919.96,32.32
2019-03-01,32.17,32.92,31.38,74565.66,-0.15,-0.47,32.692,32.243,30.947,91977.15,75769.4,61754.42,31.9
2019-02-28,31.6,32.5,31.57,44317.9,0.06,0.19,32.678,32.164,30.72,88741.48,72816.34,59569.93,32.05
2019-02-27,33.25,33.51,31.23,104764.68,-1.24,-3.73,32.554,32.109,30.498,94633.18,72776.14,58956.81,31.99
2019-02-26,34.29,34.3,32.11,115548.99,-1.06,-3.09,32.438,32.11,30.278,84184.38,70558.92,55023.79,33.23
2019-02-25,32.02,34.58,32.02,120688.53,2.46,7.73,32.202,31.857,29.984,74553.93,65380.96,50296.77,34.29
2019-02-22,31.2,31.96,30.7,58387.3,0.4,1.27,31.794,31.506,29.647,59561.64,62979.93,46728.76,31.83
2019-02-21,31.3,32.36,31.26,73776.39,0.02,0.06,31.65,31.159,29.398,56891.2,60007.64,45552.54,31.43
2019-02-20,32.29,32.45,30.91,52520.67,-0.64,-2.0,31.664,30.794,29.177,50919.1,54671.21,43589.73,31.41
2019-02-19,32.18,33.07,31.69,67396.74,-0.2,-0.62,31.782,30.441,28.971,56933.47,51013.24,45275.22,32.05
2019-02-18,31.5,32.47,31.24,45727.12,1.14,3.66,31.512,30.063,28.722,56207.99,47376.5,43877.0,32.25
2019-02-15,31.3,32.23,31.01,45035.1,-0.39,-1.24,31.218,29.65,28.444,66398.21,47739.45,43366.2,31.11
2019-02-14,31.74,31.99,31.27,43915.86,-0.5,-1.56,30.668,29.276,28.194,63124.08,46323.52,42531.96,31.5
2019-02-13,30.89,32.5,30.59,82592.51,1.3,4.24,29.924,28.886,27.929,58423.32,45137.48,41762.61,32.0
2019-02-12,30.44,31.5,30.44,63769.35,-0.08,-0.26,29.1,28.445,27.647,45093.02,39488.67,39661.98,30.7
2019-02-11,28.12,30.82,28.12,96678.24,2.42,8.53,28.614,28.111,27.443,38545.01,35212.58,37960.35,30.78
2019-02-01,27.9,28.46,27.88,28664.44,0.58,2.09,28.082,27.788,27.257,29080.69,30477.58,36866.43,28.36
2019-01-31,27.86,28.2,27.6,20412.06,-0.1,-0.36,27.884,27.637,27.135,29522.96,31097.44,37547.58,27.78
2019-01-30,28.0,28.3,27.86,15941.02,-0.39,-1.38,27.848,27.559,26.996,31851.64,32508.25,38444.35,27.88
2019-01-29,28.02,28.4,27.3,31029.28,0.15,0.53,27.79,27.501,26.877,33884.31,39537.19,39357.45,28.27
2019-01-28,27.37,28.47,27.37,49356.64,0.75,2.74,27.608,27.381,26.762,31880.16,40377.51,39579.44,28.12
2019-01-25,27.48,27.92,27.34,30875.82,-0.23,-0.83,27.494,27.237,26.656,31874.48,38992.94,38824.38,27.37
2019-01-24,27.59,28.12,27.31,32055.46,0.01,0.04,27.39,27.111,26.613,32671.91,38740.39,39442.09,27.6
2019-01-23,27.17,27.69,27.17,26104.37,0.23,0.84,27.27,26.971,26.595,33164.86,38387.73,40018.41,27.59
2019-01-22,27.59,27.68,27.2,21008.49,-0.19,-0.69,27.212,26.848,26.618,45190.07,39835.3,40229.75,27.36
2019-01-21,26.87,27.88,26.85,49328.25,0.7,2.61,27.154,26.775,26.646,48874.86,40708.13,40905.93,27.55
2019-01-18,26.93,27.18,26.3,34863.0,-0.15,-0.56,26.98,26.726,26.658,46111.4,43255.27,39591.98,26.85
2019-01-17,27.66,27.66,26.97,34520.2,-0.3,-1.1,26.832,26.632,26.693,44808.87,43997.72,39048.2,27.0
2019-01-16,27.25,28.88,27.04,86230.4,0.23,0.85,26.672,26.432,26.737,43610.6,44380.45,39441.14,27.3
2019-01-15,26.5,27.16,26.21,39432.45,0.39,1.46,26.484,26.253,26.791,34480.52,39177.71,36225.75,27.07
2019-01-14,26.38,26.78,26.02,35510.97,0.57,2.18,26.396,26.142,26.853,32541.39,38781.38,36376.39,26.68
2019-01-11,26.2,26.57,25.71,28350.33,-0.09,-0.34,26.472,26.075,26.982,40399.14,38655.81,36458.36,26.11
2019-01-10,26.69,26.69,26.02,28528.84,-0.16,-0.61,26.432,26.114,27.142,43186.57,40143.8,37336.07,26.2
2019-01-09,26.7,27.13,26.35,40580.03,-0.27,-1.01,26.192,26.219,27.276,45150.3,41649.09,38140.53,26.36
2019-01-08,26.75,27.17,26.55,29736.78,-0.43,-1.59,26.022,26.387,27.351,43874.89,40624.21,38515.01,26.63
2019-01-07,26.12,27.43,25.91,74799.74,1.15,4.44,25.888,26.516,27.465,45021.36,41103.74,38114.77,27.06
2019-01-04,24.8,26.18,24.62,42287.48,0.91,3.64,25.678,26.59,27.56,36912.48,35928.69,37208.37,25.91
2019-01-03,25.5,25.77,24.71,38347.45,-0.51,-2.0,25.796,26.754,27.764,37101.02,34098.69,37400.09,25.0
2019-01-02,26.0,26.3,25.3,34203.01,-0.45,-1.73,26.246,27.042,27.997,38147.88,34501.82,37422.0,25.51
2018-12-28,26.38,26.38,25.05,35469.12,-0.05,-0.19,26.752,27.329,28.207,37373.52,33273.79,39285.89,25.96
2018-12-27,26.81,27.14,26.01,34255.33,-0.49,-1.85,27.144,27.563,28.344,37186.11,33971.41,41502.48,26.01
2018-12-26,27.26,27.43,26.19,43230.19,-0.75,-2.75,27.502,27.888,28.506,34944.91,34260.91,41866.49,26.5
2018-12-25,27.6,27.84,26.88,43581.77,-0.79,-2.82,27.712,28.17,28.69,31096.35,34528.34,41695.48,27.25
2018-12-24,27.92,28.3,27.61,30331.21,0.12,0.43,27.838,28.333,28.828,30855.76,34631.97,41500.56,28.04
2018-12-21,27.8,28.37,27.5,34532.07,0.12,0.43,27.906,28.315,28.902,29174.06,36405.81,41344.2,27.92
2018-12-20,27.55,27.85,27.38,23049.29,0.25,0.91,27.982,28.413,28.994,30756.71,35125.8,42294.64,27.8
2018-12-19,27.88,28.15,27.44,23987.43,-0.33,-1.18,28.274,28.529,29.144,33576.91,38488.05,43405.28,27.55
2018-12-18,28.34,28.56,27.58,42378.82,-0.5,-1.76,28.628,28.774,29.326,37960.33,40701.48,44859.67,27.88
2018-12-17,28.2,28.5,28.02,21922.68,0.08,0.28,28.828,28.952,29.505,38408.18,40342.17,45141.06,28.38
2018-12-14,29.22,29.22,28.0,42445.34,-0.96,-3.28,28.724,29.085,29.729,43637.56,45297.99,46698.93,28.3
2018-12-13,29.38,29.67,29.07,37150.26,-0.06,-0.2,28.844,29.125,29.967,39494.88,49033.55,48589.47,29.26
2018-12-12,28.9,29.77,28.9,45904.57,0.44,1.52,28.784,29.124,30.127,43399.2,49472.07,49142.36,29.32
2018-12-11,28.2,28.96,28.14,44618.04,1.02,3.66,28.92,29.21,30.27,43442.63,48862.62,49302.25,28.88
2018-12-10,28.68,29.18,27.8,48069.58,-1.04,-3.6,29.076,29.322,30.442,42276.16,48369.15,51890.78,27.86
2018-12-07,29.04,29.44,28.8,21731.94,-0.06,-0.21,29.446,29.489,30.646,46958.42,46282.59,53741.86,28.9
2018-12-06,29.72,29.72,28.5,56671.85,-1.04,-3.47,29.406,29.574,30.715,58572.22,49463.48,54768.82,28.96
2018-12-05,28.9,30.2,28.68,46121.76,0.34,1.15,29.464,29.758,30.788,55544.95,48322.51,54771.21,30.0
2018-12-04,29.71,29.89,29.23,38785.68,-0.05,-0.17,29.5,29.878,30.853,54282.6,49017.85,57389.72,29.66
2018-12-03,29.55,29.9,29.15,71480.89,1.01,3.52,29.568,30.058,30.893,54462.14,49939.94,57849.48,29.71
2018-11-30,29.0,29.25,27.81,79800.93,-0.55,-1.88,29.532,30.372,30.97,45606.76,48099.86,58072.67,28.7
2018-11-29,30.51,30.53,29.0,41535.48,-0.93,-3.08,29.742,30.809,31.087,40354.73,48145.4,60460.08,29.25
2018-11-28,30.03,30.23,29.6,39810.01,0.18,0.6,30.052,31.13,31.129,41100.07,48812.65,65094.1,30.18
2018-11-27,29.85,30.33,29.7,39683.37,0.47,1.59,30.256,31.33,31.077,43753.1,49741.89,67366.61,30.0
2018-11-26,29.7,30.1,29.3,27204.02,-0.22,-0.74,30.548,31.562,31.033,45417.74,55412.42,69128.92,29.53
2018-11-23,30.93,30.93,29.4,53540.76,-1.05,-3.41,31.212,31.802,31.014,50592.96,61201.13,70658.97,29.75
2018-11-22,31.23,31.56,30.62,45262.18,-0.4,-1.28,31.876,31.855,30.971,55936.06,60074.16,70983.27,30.8
2018-11-21,31.05,31.59,30.5,53075.18,-0.26,-0.83,32.208,31.817,30.9,56525.23,61219.92,71939.35,31.2
2018-11-20,32.67,32.7,31.36,48006.58,-1.39,-4.23,32.404,31.828,30.849,55730.68,65761.59,73106.45,31.46
2018-11-19,32.95,33.3,32.07,53080.12,-0.22,-0.67,32.576,31.728,30.829,65407.09,65759.03,73672.51,32.85
2018-11-16,32.45,34.1,32.35,80256.26,0.61,1.88,32.392,31.568,30.788,71809.29,68045.47,76857.19,33.07
2018-11-15,32.02,32.66,31.88,48207.99,0.28,0.87,31.834,31.364,30.656,64212.26,72774.77,77932.79,32.46
2018-11-14,32.3,32.47,31.75,49102.46,-0.14,-0.43,31.426,31.127,30.497,65914.6,81375.56,80609.39,32.18
2018-11-13,31.4,32.84,31.17,96388.61,0.39,1.22,31.252,30.824,30.375,75792.5,84991.32,84530.4,32.32
2018-11-12,29.8,31.94,29.8,85091.13,1.65,5.45,30.88,30.503,30.141,66110.97,82845.41,84244.16,31.93
2018-11-09,30.2,30.98,30.06,42271.11,-0.14,-0.46,30.744,30.226,30.002,64281.65,80116.81,83780.32,30.28
2018-11-08,31.45,31.74,30.3,56719.71,-0.89,-2.84,30.894,30.087,29.957,81337.27,81892.39,87473.29,30.42
2018-11-07,30.7,32.08,30.6,98491.95,0.85,2.79,30.828,29.983,29.879,96836.52,82658.79,90215.89,31.31
2018-11-06,30.71,31.09,30.03,47980.94,-0.79,-2.53,30.396,29.87,29.916,94190.14,80451.31,88804.64,30.46
2018-11-05,30.68,31.45,30.35,75944.52,0.22,0.71,30.126,29.929,29.966,99579.86,81585.99,92089.6,31.25
2018-11-02,30.8,31.29,30.3,127549.23,0.94,3.12,29.708,30.007,30.036,95951.96,85668.91,91964.86,31.03
2018-11-01,29.5,30.69,29.11,134215.94,0.94,3.23,29.28,29.947,30.172,82447.5,83090.82,89755.07,30.09
2018-10-31,29.1,29.76,28.82,85260.08,0.04,0.14,29.138,29.867,30.38,68481.07,79843.23,87549.37,29.15
2018-10-30,28.95,29.31,27.65,74929.53,-0.05,-0.17,29.344,29.925,30.702,66712.49,84069.47,86584.34,29.11
2018-10-29,28.93,29.31,28.01,57805.04,0.27,0.94,29.732,29.778,31.022,63592.13,85642.91,87170.01,29.16
2018-10-26,29.88,30.08,28.28,60026.93,-0.49,-1.67,30.306,29.777,31.295,75385.86,87443.83,87865.43,28.89
2018-10-25,28.59,29.73,28.06,64383.75,-0.8,-2.65,30.614,29.827,31.575,83734.13,93054.19,88155.74,29.38
2018-10-24,31.06,31.6,29.68,76417.18,-0.87,-2.8,30.596,29.774,31.811,91205.39,97773.0,90330.26,30.18
2018-10-23,31.6,31.88,30.8,59327.73,-0.98,-3.06,30.506,29.962,31.994,101426.45,97157.97,92036.17,31.05
2018-10-22,31.34,32.46,30.32,116773.69,1.6,5.26,29.824,30.002,32.085,107693.69,102593.21,92784.35,32.03
2018-10-19,28.68,30.66,28.28,101768.28,1.14,3.89,29.248,30.064,32.151,99501.8,98260.81,93221.94,30.43
2018-10-18,29.3,30.21,28.92,101740.07,-0.44,-1.48,29.04,30.397,32.38,102374.25,96419.32,95126.61,29.29
2018-10-17,28.28,29.93,28.08,127522.5,2.09,7.56,28.952,30.893,32.628,104340.61,95255.52,94277.22,29.73
2018-10-16,28.5,29.4,27.01,90663.9,-1.51,-5.18,29.418,31.479,32.908,92889.49,89099.21,92510.17,27.64
2018-10-15,29.39,29.7,28.9,75814.23,-0.24,-0.82,30.18,32.265,33.276,97492.73,88697.12,93600.28,29.15
2018-10-12,28.4,29.72,27.21,116130.54,0.54,1.87,30.88,32.812,33.567,97019.82,88287.03,99346.85,29.39
2018-10-11,30.75,31.18,28.85,111571.86,-3.21,-10.01,31.754,33.322,34.01,90464.4,83257.3,97834.84,28.85
2018-10-10,31.46,32.1,30.93,70266.93,0.61,1.94,32.834,33.848,34.473,86170.43,82887.52,96903.4,32.06
2018-10-09,32.85,33.47,30.7,113680.1,-1.2,-3.67,33.54,34.025,34.825,85308.92,86914.36,100530.72,31.45
2018-10-08,32.88,33.99,32.42,73449.66,-1.11,-3.29,34.35,34.167,35.144,79901.5,82975.5,100815.51,32.65
2018-09-28,34.23,34.63,33.0,83353.43,-0.49,-1.43,34.744,34.238,35.301,79554.24,88183.07,100656.55,33.76
2018-09-27,35.54,35.97,34.21,90102.05,-1.34,-3.77,34.89,34.362,35.415,76050.2,93833.9,101474.86,34.25
2018-09-26,35.3,35.92,35.02,65959.38,0.09,0.25,34.862,34.363,35.516,79604.61,93298.92,102271.3,35.59
2018-09-25,34.56,36.07,34.39,86642.98,0.88,2.54,34.51,34.336,35.606,88519.79,95921.13,104592.26,35.5
2018-09-21,34.49,34.85,33.9,71713.34,0.13,0.38,33.984,34.286,35.643,86049.49,98503.45,106406.69,34.62
2018-09-20,34.01,34.59,33.82,65833.27,0.38,1.11,33.732,34.322,35.697,96811.9,110406.67,107199.96,34.49
2018-09-19,33.5,35.0,33.18,107874.07,0.28,0.83,33.834,34.698,35.787,111617.59,112412.39,111161.23,34.11
2018-09-18,32.8,34.03,32.0,110535.31,0.96,2.92,33.864,35.097,35.786,106993.23,110919.29,109797.81,33.83
2018-09-17,32.76,33.35,31.88,74291.48,-0.49,-1.47,34.162,35.624,35.797,103322.46,114147.08,109115.76,32.87
2018-09-14,34.81,35.09,32.93,125525.36,-1.64,-4.69,34.588,36.12,35.846,110957.41,118655.53,112036.17,33.36
